gene,lineage,correlation,p_value,q_value,ci_low,ci_high
MED12L,Mega,0.31933128363949437,1.3867384582388967e-139,4.867798673033087e-137,0.295987001430391,0.3422943316347374
PDE5A,Mega,0.3121430154779077,5.025680221981656e-133,1.7211116096791325e-130,0.2886851196378006,0.3352263763363225
TUBB1,Mega,0.31056706821535823,1.2989003182257474e-131,4.3423474686208855e-129,0.2870846284935204,0.333676458975796
FCER1A,Mega,0.30818064089146885,1.7175936178531758e-129,5.608542322854987e-127,0.28466128439384814,0.33132921037630003
SDPR,Mega,0.3067718131433695,3.002360517976128e-128,9.58094182565973e-126,0.28323080391737315,0.32994337727364215
PAPPA,Mega,0.3022751219739758,2.483674321571617e-124,7.749615810930461e-122,0.27866570225551096,0.3255194120865111
NFIB,Mega,0.3009005993950846,3.784592131087157e-123,1.1552056111433647e-120,0.27727048122521636,0.32416691685025756
ADRA2A,Mega,0.29991777286935917,2.6283316164174744e-122,7.852000899173991e-120,0.27627291576415486,0.32319978223867707
PTGS1,Mega,0.29911269306693294,1.2780342894324152e-121,3.7385165537334463e-119,0.2754558005596936,0.3224075201895717
PLXDC2,Mega,0.2987695893697207,2.503568986596893e-121,7.174002477715709e-119,0.27510757808096215,0.3220698691612266
LIMS1,Mega,0.2970778111490972,6.796547034293702e-120,1.9086063381703574e-117,0.27339065090735937,0.3204048903214468
RYR2,Mega,0.2960829280180569,4.6844227650090184e-119,1.289685883205718e-116,0.2723810489175939,0.3194256997830768
ABHD4,Mega,0.29493417934811317,4.308312970895467e-118,1.1633273543142932e-115,0.271215369934452,0.3182950086607194
EFNB2,Mega,0.288804434737204,4.98424273696194e-113,1.3204481560317472e-110,0.2649964607897406,0.31226049568355035
TREML1,Mega,0.2849474278346412,6.54856033131674e-110,1.7027469557781174e-107,0.2610843640274925,0.3084624406889022
ALOX12,Mega,0.2801550793707267,4.161253891938174e-106,1.06233028903098e-103,0.2562246579571074,0.30374229547251813
MMRN1,Mega,0.2786504551546108,6.265900775729334e-105,1.5435002244213259e-102,0.2546991353770503,0.302260101598204
GATA2,Mega,0.2738476089376313,3.197919555523292e-101,7.741722151569405e-99,0.24983037787616177,0.2975280903403946
DAD1,Mega,0.2734298274952437,6.663561307562328e-101,1.5858146494827568e-98,0.2494069204671944,0.2971164155499694
PRTFDC1,Mega,0.26720092917221544,3.2199713547224087e-96,7.53526963194289e-94,0.24309448589174032,0.29097751957175205
ABCC3,Mega,0.2670439920987594,4.2091388516336675e-96,9.688609609145627e-94,0.24293547048779837,0.2908228248174135
CCDC68,Mega,0.26529413003829955,8.238752632694473e-95,1.8361956462803666e-92,0.24116252262252796,0.28909788059385005
FERMT3,Mega,0.2643184980647352,4.28170782000993e-94,9.39366554699366e-92,0.2401740891410786,0.2881360743884469
VASP,Mega,0.264089553235864,6.296828915935541e-94,1.3602119201330915e-91,0.23994214752322213,0.28791036699548433
PF4V1,Mega,0.2631813479383839,2.896627965620978e-93,6.162356555346084e-91,0.23902208136900996,0.2870149782674827
SPTB,Mega,0.261840466319226,2.7254390547795848e-92,5.711625338531365e-90,0.23766376758555402,0.28569294299649317
SOS1,Mega,0.2550207438554974,1.9752583854122187e-87,4.0786180867019064e-85,0.23075684821976944,0.278967667651084
PRKAR2B,Mega,0.24883720021995268,3.731488261064954e-83,7.593308213567103e-81,0.2244963548768092,0.27286772940163334
CTTN,Mega,0.24854825494744096,5.870762016362205e-83,1.177590992453453e-80,0.2242038630207634,0.2725826435894765
SLC37A1,Mega,0.2415077258402734,3.0339176790599407e-78,5.999892694602905e-76,0.2170782719283452,0.2656348507795906
RAB27B,Mega,0.23887575679959075,1.5982980256086268e-76,3.1169031357737125e-74,0.21441517244098618,0.2630369057374571
RAB38,Mega,0.2360388109745473,1.083963751638479e-74,2.0567479779399844e-72,0.21154507894393385,0.26023624125295464
ST6GAL2,Mega,0.23597106892702413,1.1979446492298527e-74,2.2427121093115148e-72,0.21147655054290837,0.2601693605721247
RBPMS2,Mega,0.23209585954309428,3.456104253858809e-72,6.38515260900415e-70,0.20755675841019905,0.2563430393887356
ASAP2,Mega,0.22981561896903435,9.212662043014794e-71,1.6799349057918275e-68,0.20525065277676066,0.2540912102909221
RSU1,Mega,0.22980204590264242,9.39342560707724e-71,1.6909370378073272e-68,0.2052369265659595,0.25407780555502496
DTD1,Mega,0.2290903326161301,2.5973145142760952e-70,4.6163155816393235e-68,0.20451719658278344,0.25337490573058935
HEMGN,Mega,0.2279577149104949,1.300838236635817e-69,2.2831337100754384e-67,0.20337187592100875,0.25225626085665465
RAP1B,Mega,0.2271507821063244,4.0767432125776705e-69,6.982970621258414e-67,0.20255593394585167,0.2514592433682517
ANXA3,Mega,0.22715054957005976,4.0780826931357447e-69,6.982970621258414e-67,0.20255569881830884,0.25145901368456186
PSTPIP2,Mega,0.22658628751985885,9.039946603041276e-69,1.529275786184368e-66,0.201985157241031,0.25090166550020565
F2R,Mega,0.22446226707948036,1.7731375501910653e-67,2.9638838502658033e-65,0.1998376488376278,0.24880352597417207
CLU,Mega,0.22131228337459846,1.381256367944549e-65,2.281673019095225e-63,0.19665326732724597,0.2456915037310424
GAS2L1,Mega,0.21990831279897946,9.410419805802382e-65,1.5364151685264098e-62,0.19523413298462616,0.24430429092448075
GJA4,Mega,0.21832276757201893,8.082165855834678e-64,1.3043872503652266e-61,0.19363158709157444,0.2427375506704519
DAAM1,Mega,0.21718725034860747,3.729880819706394e-63,5.951279157897441e-61,0.19248397549621651,0.24161542269688138
PIEZO2,Mega,0.21651908937127945,9.134485068915955e-63,1.4410933129511116e-60,0.19180872952642578,0.2409551096879772
TLN1,Mega,0.21606703075669761,1.6714723031652305e-62,2.6076825120825557e-60,0.1913518906765024,0.24050834795362594
RTN1,Mega,0.21404171817320017,2.4615990553884454e-61,3.7568817757292566e-59,0.18930529313547037,0.23850663931008487
BIN2,Mega,0.21394064486678363,2.8131262253285827e-61,4.247215626864369e-59,0.18920316323255856,0.23840673851297636
LRRFIP2,Mega,0.213589112277225,4.472768838379382e-61,6.681079495711159e-59,0.18884795997200243,0.2380592798743717
ANGPT1,Mega,0.21273673183979788,1.3719931177475864e-60,2.0278058280309326e-58,0.18798670593636205,0.23721675176320942
SLC40A1,Mega,0.21244605795333457,2.008405373333803e-60,2.9375020673937423e-58,0.1876930147290968,0.23692942923974428
CD164,Mega,0.21180786226315587,4.6273245144976075e-60,6.698171495676383e-58,0.18704820981776987,0.236298576686368
ITGB5,Mega,0.21032123850299947,3.198682118693234e-59,4.5829281253644586e-57,0.18554627315619066,0.2348289780862128
RNF130,Mega,0.2101370698618302,4.0600334174508785e-59,5.758275678225029e-57,0.18536021555258178,0.2346469107871071
C15orf53,Mega,0.2072700993095733,1.6129016646211288e-57,2.264675227294527e-55,0.18246406840196924,0.23181243026205503
ITGA2,Mega,0.2069927870032348,2.296070455856121e-57,3.1919926010570095e-55,0.1821839567729009,0.23153823849847693
SEPT4,Mega,0.20658047311592753,3.878002603711821e-57,5.33833672144291e-55,0.18176748823678876,0.23113055709134328
ZBTB16,Mega,0.20572605947266154,1.1447044427783807e-56,1.5604655418496353e-54,0.18090449349544332,0.23028571561829883
STXBP5,Mega,0.20453456532938416,5.136024579015462e-56,6.934127030188087e-54,0.1797010966809179,0.22910750821069903
AIF1,DCs_2,0.5480722651296329,0.0,0.0,0.5297768958157324,0.565857815366377
VIM,DCs_2,0.5394961798971496,0.0,0.0,0.5209610591082372,0.5575227718717339
LGALS1,DCs_2,0.5323449901040385,0.0,0.0,0.5136129740556798,0.5505697954116341
SPINK2,DCs_2,0.5311745078496967,0.0,0.0,0.5124105262732318,0.5494315151785374
SELL,DCs_2,0.468378478225575,0.0,0.0,0.4480072423877317,0.4882636067652495
LSP1,DCs_2,0.44518174516540004,8.069207138722566e-290,1.4162467179350446e-286,0.4242701481024316,0.4656187735360143
CYBA,DCs_2,0.4392574866038999,4.897189303426983e-281,7.64015944549092e-278,0.418212489137812,0.45983117242736454
HCST,DCs_2,0.4312446395071934,1.84598368809252e-269,2.591945696450707e-266,0.41002218857651684,0.45200037938441884
CORO1A,DCs_2,0.429328625397003,9.629984935616582e-267,1.2292238043726584e-263,0.4080642491172155,0.45012742356902474
IRF8,DCs_2,0.4288164855532971,5.089763844286859e-266,5.955447844802649e-263,0.40754093599034413,0.44962676196945306
SPNS3,DCs_2,0.42751696680398615,3.429827150521707e-264,3.7044771554211763e-261,0.40621312853399716,0.4483563097667209
VAMP8,DCs_2,0.4164984788334709,4.888039026587604e-249,4.5755303981544364e-246,0.39495839761297286,0.43758088955754393
PLD4,DCs_2,0.41026329434918624,9.829678731539182e-241,8.118736415855393e-238,0.38859239032859116,0.4314805692465246
TMSB4X,DCs_2,0.3927414825523755,2.0621864204038512e-218,1.6086199738272486e-215,0.37071401568014334,0.414327351785099
SAMHD1,DCs_2,0.39230793148982995,7.050437542450046e-218,5.210273343870583e-215,0.3702718488730951,0.4139027265336419
CAPG,DCs_2,0.3848128042784366,8.73041384539485e-209,6.129187040159454e-206,0.3626293529083628,0.4065604208180736
TYROBP,DCs_2,0.37623521017348915,1.0835670326069994e-198,5.8516787326288e-196,0.35388676634417043,0.39815427071667137
ACTG1,DCs_2,0.37377088381574575,7.487513787676899e-196,3.8937844849174564e-193,0.35137575994561104,0.39573851895061335
PLAC8,DCs_2,0.36769819356867345,5.731977713072992e-189,2.8743821096163527e-186,0.34518941380956625,0.389784230219446
C1QTNF4,DCs_2,0.367538252857815,8.658738993972103e-189,4.192322559115942e-186,0.3450265060950109,0.3896273829702541
FOS,DCs_2,0.3613071181075076,6.789345811438727e-182,3.177640151280372e-179,0.3386808353365428,0.3835157689358451
NAP1L1,DCs_2,0.3594258465585964,7.6028231477309475e-180,3.33597624429032e-177,0.3367653881174302,0.3816702000842361
ARL4C,DCs_2,0.35581164303443336,5.971007069742717e-176,2.3953974361787855e-173,0.3330860542145059,0.3781240889988353
GSTP1,DCs_2,0.3523046171414744,3.189333837922112e-172,1.2439287893962327e-169,0.3295164908314036,0.3746825102451554
PKM,DCs_2,0.3499566265990947,9.355827324093896e-170,3.5504100393946594e-167,0.3271269948149517,0.37237799254608367
HOPX,DCs_2,0.34359370665188854,3.504865215942916e-163,1.2618413460783201e-160,0.32065306462788584,0.3661314913251525
LCP1,DCs_2,0.34133169591416496,6.954205553841206e-161,2.3248571471781993e-158,0.31835210617614906,0.363910377840766
ITM2C,DCs_2,0.3377661761455398,2.6449132246671853e-157,8.25271701945599e-155,0.3147257443303968,0.36040880136868414
ITGB2,DCs_2,0.33350851333889486,4.2832606444115487e-153,1.3074187545257077e-150,0.31039630966405246,0.35622665847113877
KCNE5,DCs_2,0.3324294586520092,4.867494916995313e-152,1.4541382155219403e-149,0.3092992175120705,0.3551665988287172
ANXA2,DCs_2,0.3306051092825613,2.894489202320771e-150,8.466983935372071e-148,0.307444512374567,0.3533742312132289
ARPC2,DCs_2,0.3291703165524019,7.045431841001095e-149,1.9784981695899277e-146,0.3059859694109089,0.351964473667866
DBI,DCs_2,0.32677100661339264,1.40745734171341e-146,3.800405487499614e-144,0.3035471866506979,0.3496067973490627
PYCARD,DCs_2,0.32441462723528486,2.4338484052188743e-144,6.2133937195778565e-142,0.30115233687148935,0.34729102510595905
CD74,DCs_2,0.32057129394097195,9.793271084497527e-141,2.4124091104812244e-138,0.29724688660253534,0.34351332463718287
PHGDH,DCs_2,0.31933166003064845,1.3856260699549333e-139,3.3544095945236587e-137,0.2959873838420147,0.3422947016580558
TNFSF13B,DCs_2,0.3176214521856456,5.2443646736977624e-138,1.2480699048032251e-135,0.2942498980255978,0.34061335382618185
LST1,DCs_2,0.3172172880487627,1.2331638927617677e-137,2.885809036377997e-135,0.2938393100010428,0.34021598853574264
FLT3,DCs_2,0.31084554785223034,7.322604913373012e-132,1.5817953167487762e-129,0.28736743564956047,0.3339503480563218
JAML,DCs_2,0.31074319226910807,9.040367954381893e-132,1.9232697946587295e-129,0.2872634890048709,0.33384968019212435
H2AFY,DCs_2,0.30983394388055696,5.854515436316257e-131,1.2088713417840672e-128,0.28634013112325374,0.3329554010647163
SMIM24,DCs_2,0.3076160415949978,5.416895363370909e-129,1.0865518256727277e-126,0.28408799501138715,0.33077383836581425
RPLP1,DCs_2,0.30116724702827397,2.2339423083709025e-123,4.417856894624767e-121,0.2775411364199796,0.3244292987714271
CD44,DCs_2,0.2983441789583199,5.754975487459949e-121,1.0919677137760154e-118,0.27467582957074094,0.3216512112211295
CTSZ,DCs_2,0.29774040540704466,1.8705860026185752e-120,3.501986408368989e-118,0.2740630769109802,0.3210570056248918
LYZ,DCs_2,0.2975531357739875,2.6946199447144794e-120,4.913656966718962e-118,0.2738730261755473,0.32087269990990197
GLIPR1,DCs_2,0.29491118297038094,4.503502635784736e-118,8.106882116545317e-116,0.2711920353453303,0.3182723730917867
IL6R,DCs_2,0.28988107620339015,6.574008758397391e-114,1.1256787436177776e-111,0.26608861993508914,0.3133205475171161
HLA-DPA1,DCs_2,0.2862100631527779,6.3233724883249184e-111,1.020534173661726e-108,0.2623649473460511,0.3097058599780393
PLP2,DCs_2,0.2852428801471616,3.793924179736403e-110,5.985448248053802e-108,0.26138400858307276,0.30875340371888854
CD48,DCs_2,0.27763406246217215,3.874349847471363e-104,5.6666402300359804e-102,0.2536686930356925,0.3012587962727771
BAALC,DCs_2,0.2775931193889105,4.1686684680374715e-104,6.03425504739321e-102,0.2536271851438654,0.3012184598681633
ANXA1,DCs_2,0.2763723046382518,3.677261208538418e-103,5.268614758070196e-101,0.25238956953843455,0.30001569553363916
ZFP36,DCs_2,0.2762304858839663,4.731897352912287e-103,6.711168760832468e-101,0.2522458041611013,0.29987596877373407
ITGAL,DCs_2,0.27510553643850444,3.477687467719759e-102,4.883020973425314e-100,0.2511054510198342,0.2987675777208484
GPX1,DCs_2,0.274397322230387,1.2146289716634094e-101,1.6720201363848952e-99,0.2503875735546147,0.29806975513589484
BCL2,DCs_2,0.2723898368609515,4.119460020498682e-100,5.615663897846796e-98,0.24835284044731695,0.29609158806499136
FUT7,DCs_2,0.26998576137528646,2.6898238260966646e-98,3.563001541719176e-96,0.24591641335924994,0.29372235530287455
RPS24,DCs_2,0.2697038849167712,4.3777187623278887e-98,5.744630760920177e-96,0.24563076361427083,0.2934445450302345
GRN,DCs_2,0.2674485556045974,2.1091805329321484e-96,2.692273078445481e-94,0.24334539429633292,0.2912216053857523
TRBC2,DCs_2,0.26659757668389766,9.009145666316552e-96,1.1096264412346553e-93,0.24248315024179887,0.2903827809942122
HLA-DPB1,DCs_2,0.266313961938509,1.4598392683645384e-95,1.782400275400564e-93,0.24219578951006443,0.2901032089955448
LAIR1,DCs_2,0.2651312184762039,1.08542063509087e-94,1.3138268221819748e-92,0.2409974699755826,0.2889372810083394
FAM101B,DCs_2,0.26499038923091006,1.3773164644234503e-94,1.652897476664074e-92,0.24085479098992937,0.28879844927633425
LY86,DCs_2,0.26482693157046633,1.8155449763355274e-94,2.16034466209552e-92,0.24068918768128508,0.28863730883367916
ICAM3,DCs_2,0.2628558169055403,4.997912608296741e-93,5.897116885133995e-91,0.23869230957096685,0.2866940309807433
EMB,DCs_2,0.26200344323643876,2.076939305486e-92,2.430192065694077e-90,0.2378288582405069,0.28585363408881614
ARPC1B,DCs_2,0.2618272664396193,2.7860619396057053e-92,3.2064832536068614e-90,0.23765039657055578,0.28567992819244425
COTL1,DCs_2,0.26070023194006153,1.8140263007894033e-91,2.0707921373482937e-89,0.23650878394558206,0.2845686633993186
CXorf21,DCs_2,0.2592546809229004,1.9776141747784424e-90,2.2037841768304848e-88,0.23504463257873334,0.28314324493392595
RNASE6,DCs_2,0.2580222418896214,1.4972051461568292e-89,1.6423638638428154e-87,0.23379642213456756,0.2819278870385251
LAT2,DCs_2,0.2551744275855872,1.5408813081800307e-87,1.6771716626477373e-85,0.23091247002192675,0.27911924887327066
NKG7,DCs_2,0.25467487391665844,3.452024957890906e-87,3.728452494903555e-85,0.23040662113086982,0.27862652510577235
PRAM1,DCs_2,0.25344340094876117,2.5013314862427218e-86,2.6209847312189596e-84,0.22915968553467897,0.2774118349908131
SEL1L3,DCs_2,0.2520943958401135,2.1613547343045463e-85,2.231439840027216e-83,0.22779383350716179,0.2760811265443413
RPL28,DCs_2,0.2507484754274778,1.833530564463218e-84,1.8655509170744957e-82,0.22643119999432532,0.2747533693048164
GAPDH,DCs_2,0.24824488800463615,9.441527548074416e-83,9.335809035388232e-81,0.22389677719899764,0.2722833241965915
TNNI2,DCs_2,0.2481688162749551,1.0635047700196372e-82,1.0442426906185823e-80,0.2238197736882848,0.2722082666934291
IMPA2,DCs_2,0.24666051196835306,1.1167061413538917e-81,1.0813566159137925e-79,0.22229305735349816,0.27072001145361696
ZYX,DCs_2,0.2461203921025425,2.5814353763018005e-81,2.4825982273050398e-79,0.22174637324466515,0.27018704313929454
CD180,DCs_2,0.2454570536447495,7.20333479404013e-81,6.880409785246086e-79,0.22107499399417388,0.2695324675494874
ENO1,DCs_2,0.24496659581514754,1.535157736262508e-80,1.4564290388420187e-78,0.22057860583963715,0.26904847448513736
MCL1,DCs_2,0.24488598727146738,1.7381593360228423e-80,1.6379527004762906e-78,0.22049702383405284,0.26896892728555977
KIAA0930,DCs_2,0.24464818493549662,2.5066106796670762e-80,2.346354703547028e-78,0.22025635168756108,0.26873425409426305
CEP55,DCs_2,0.24423497039593697,4.7308509217564645e-80,4.399064754462418e-78,0.2198381575177316,0.2683264700762883
TUBA1B,DCs_2,0.24221470580951476,1.0371031178625528e-78,9.455821349290976e-77,0.2177936758916282,0.26633263177665656
EVI2B,DCs_2,0.24110909322256016,5.548370225108733e-78,5.0261075052097887e-76,0.21667490098808903,0.26524139388242696
GPR183,DCs_2,0.23948241427660988,6.4381168800784345e-77,5.757808860712185e-75,0.21502897310108607,0.2636357519050799
SPATS2L,DCs_2,0.23884185349799167,1.6814838836885825e-76,1.4848877491114078e-74,0.21438087050966734,0.2630034384247844
DUSP6,DCs_2,0.23873813006312247,1.9637390696455462e-76,1.7233037673058195e-74,0.21427592788552788,0.2629010484891713
CSF1R,DCs_2,0.2359987356616129,1.150017310255057e-74,9.906376106313654e-73,0.21150453840541653,0.2601966755413868
AREG,DCs_2,0.2354686382061158,2.5121315780090347e-74,2.150782895538101e-72,0.21096829509482143,0.25967331120716586
TOP2A,DCs_2,0.23513979940707389,4.0747886744321605e-74,3.467521683497089e-72,0.21063565120880406,0.25934864206290975
PSMB8,DCs_2,0.23506860733103221,4.524163065560255e-74,3.8267333496103333e-72,0.21056363609631,0.2592783519772628
C1orf228,DCs_2,0.23374869386330183,3.126184737109175e-73,2.6284287361526897e-71,0.2092285115648278,0.2579751151104075
KLF4,DCs_2,0.2327827155146997,1.2762865146020889e-72,1.066686842352853e-70,0.20825145893437,0.2570212856549424
MPO,DCs_2,0.23250162439108024,1.9194626468868254e-72,1.5853632367610537e-70,0.20796715448906972,0.25674372088090586
S100A11,DCs_2,0.22980949564000835,9.293778181182048e-71,7.631224528770593e-69,0.20524446035724186,0.2540851629033707
CD52,DCs_2,0.22965230476891102,1.1638195312446362e-70,9.50069188267787e-69,0.2050854965499029,0.25392992086233995
PSME2,DCs_2,0.22813898333537294,1.0057882400051127e-69,8.16316339763687e-68,0.20355517285267666,0.2524352973820641
KLF1,Ery_2,0.8476792485261424,0.0,0.0,0.8402613197386002,0.8547798876018488
APOC1,Ery_2,0.7931610694404689,0.0,0.0,0.7833993800802375,0.8025315344082138
BLVRB,Ery_2,0.7061420025746564,0.0,0.0,0.6929766476844179,0.7188365752916478
ANK1,Ery_2,0.7054311787207035,0.0,0.0,0.6922397222013541,0.7181513860556964
FAM178B,Ery_2,0.70337037149033,0.0,0.0,0.6901033970986705,0.716164758813187
CA1,Ery_2,0.6584930356284167,0.0,0.0,0.6436388091853864,0.6728513314753177
AHSP,Ery_2,0.6534137388284699,0.0,0.0,0.6383867536023118,0.6679428313961846
S100A6,Ery_2,0.6377183160694039,0.0,0.0,0.6221663303431294,0.6527671915069113
SMIM1,Ery_2,0.6256319297013062,0.0,0.0,0.6096847561578239,0.641072830855896
TFR2,Ery_2,0.6052825670357643,0.0,0.0,0.5886878833257418,0.6213672943462201
APOE,Ery_2,0.6038576179975536,0.0,0.0,0.5872184312898131,0.6199866660238619
CSF2RB,Ery_2,0.5698009987318259,0.0,0.0,0.5521307851475844,0.5869595749550698
FAM89A,Ery_2,0.568061589153788,0.0,0.0,0.5503403952558081,0.5852712133195574
FHL2,Ery_2,0.5550068937922108,0.0,0.0,0.5369082796320062,0.5725948804290578
KCNH2,Ery_2,0.5536651901299772,0.0,0.0,0.5355283061855806,0.5712915864414826
S100A4,Ery_2,0.5526995293177498,0.0,0.0,0.5345351614993458,0.5703535151071648
TPM1,Ery_2,0.5455790762821575,0.0,0.0,0.5272136001805239,0.5634350754797568
EMP3,Ery_2,0.5444467000159523,0.0,0.0,0.5260494926276328,0.5623345948511023
HBB,Ery_2,0.5421062095666771,0.0,0.0,0.5236436357672754,0.5600598281421804
PVT1,Ery_2,0.5299604701427398,0.0,0.0,0.5111634112852829,0.5482508061778686
REXO2,Ery_2,0.5230331466029429,0.0,0.0,0.5040488621423663,0.5415122616402025
HBD,Ery_2,0.5222321808426256,0.0,0.0,0.5032264147216742,0.5407329701119534
CSF1,Ery_2,0.5209509316782915,0.0,0.0,0.5019108744264891,0.5394863256761274
TRIB2,Ery_2,0.519293368138714,0.0,0.0,0.5002090788406434,0.5378734100040934
PPP1R14A,Ery_2,0.5182508988092477,0.0,0.0,0.4991388667515558,0.5368589507821371
UROD,Ery_2,0.5151256581372902,0.0,0.0,0.49593080485566093,0.5338173597038895
SLC40A1,Ery_2,0.5101705334888323,0.0,0.0,0.49084543941537706,0.5289938713913525
HES6,Ery_2,0.5092775572770613,0.0,0.0,0.4899291321748347,0.528124488355211
HBQ1,Ery_2,0.5033807433784168,0.0,0.0,0.4838793237603079,0.5223824811155557
PRKAR2B,Ery_2,0.4998875562962877,0.0,0.0,0.48029638385726575,0.5189801862868536
EPCAM,Ery_2,0.49901345771685734,0.0,0.0,0.47939992873308457,0.5181287369945148
TMEM14C,Ery_2,0.4941667602440764,0.0,0.0,0.47443001137565605,0.5134069376280121
CD36,Ery_2,0.4935898897807831,0.0,0.0,0.4738385586393032,0.5128448553682536
EPOR,Ery_2,0.4918046407458196,0.0,0.0,0.4720082945389925,0.5111052669875121
MYC,Ery_2,0.4903890144655112,0.0,0.0,0.47055709453276257,0.5097257352457794
ITGA2B,Ery_2,0.4902784366660867,0.0,0.0,0.47044374250577753,0.5096179726860753
MARCKSL1,Ery_2,0.48675207210421245,0.0,0.0,0.46682925010975856,0.5061810688648568
NFIA,Ery_2,0.48669899525197136,0.0,0.0,0.4667748518912469,0.5061293338106617
ALDH1A1,Ery_2,0.4843973890700574,0.0,0.0,0.46441609145256096,0.503885778383297
PDZD8,Ery_2,0.4814377291204367,0.0,0.0,0.4613833528251386,0.5010003799901384
MYH10,Ery_2,0.4705465457728148,0.0,0.0,0.45022728305457943,0.49037872390751935
NECAB1,Ery_2,0.46899165223218664,0.0,0.0,0.44863508998195983,0.48886182900379715
CTNNBL1,Ery_2,0.4689123141553389,0.0,0.0,0.44855385217003385,0.4887844265764033
SMIM10,Ery_2,0.4656693513626953,0.0,0.0,0.4452335251282349,0.4856203161403415
EPSTI1,Ery_2,0.45702987397369554,5.63635450942242e-308,1.5828010733360042e-305,0.43639068610419074,0.47718835467952014
MINPP1,Ery_2,0.4542606740189366,1.1647848941801562e-303,3.206812686114426e-301,0.43355714647046906,0.4744848837907465
CA2,Ery_2,0.4492759505935415,5.284834287815079e-296,1.4000822308530477e-293,0.428457639392149,0.4696175148882071
MYL4,Ery_2,0.4433675319866565,4.140708055753491e-287,1.0570851238333593e-284,0.4224148842615558,0.46384659528251665
NMU,Ery_2,0.44272548604438483,3.7312922392352413e-286,9.35554898769679e-284,0.42175835264030104,0.4632193861379489
PNMT,Ery_2,0.44261533783019147,5.437906960210522e-286,1.3395377478651919e-283,0.4216457214992554,0.4631117812341941
MPC2,Ery_2,0.44180680828786484,8.591529447948555e-285,2.079890775493891e-282,0.4208189861418401,0.4623219020554271
PCAT18,Ery_2,0.43834160025402213,1.0731250620696806e-279,2.5112914994200644e-277,0.417276146213812,0.45893625720276177
HDAC7,Ery_2,0.4359915742717179,2.81774637867204e-276,6.381286597247437e-274,0.4148738363414577,0.4566398487697661
ICAM4,Ery_2,0.42648819470680477,9.475854609467444e-263,2.1119122947862283e-260,0.4051620253046339,0.4473504886668126
TAL1,Ery_2,0.42608709358949787,3.4441497771748347e-262,7.556141722079977e-260,0.40475223292537366,0.44695832146222747
GATA1,Ery_2,0.42587705846834994,6.764460836381743e-262,1.4612276092867087e-259,0.40453765007544834,0.4467529613511253
HMBS,Ery_2,0.41741159404928463,2.863051310306098e-250,5.911779918824694e-248,0.39589084492814863,0.4384740916251349
MPST,Ery_2,0.4118631324655362,7.593564598291167e-243,1.5231605789229467e-240,0.39022559796930706,0.43304598868671607
DLC1,Ery_2,0.3971723529875233,6.422526959323867e-224,1.2701225498009355e-221,0.37523351117903114,0.41866646215321274
ZFP36L1,Ery_2,0.3950273273148611,3.0548612524825674e-221,5.957403728626073e-219,0.3730454510224376,0.4165659809278808
CDC42BPA,Ery_2,0.3933085422270035,4.118263595983862e-219,7.921169746741015e-217,0.3712923593213325,0.41488272283254346
RHAG,Ery_2,0.3912206949919095,1.524886235998652e-216,2.893368599953659e-214,0.3691630501832434,0.41283783238087063
CASP3,Ery_2,0.390821152611741,4.703940694320836e-216,8.806404171861182e-214,0.36875559981278005,0.4124464856121187
LPCAT3,Ery_2,0.39004004268916354,4.234201387059156e-215,7.822687062591791e-213,0.3679590541713946,0.4116813751473522
CDH1,Ery_2,0.3888982966987844,1.0390244193354498e-213,1.8703771630626988e-211,0.3667948041410423,0.41056296062525466
TGM2,Ery_2,0.388890309746062,1.0624957698041539e-213,1.8884181144076109e-211,0.36678666000775234,0.4105551366555304
PMP22,Ery_2,0.38624857179407357,1.656228558452302e-210,2.9068881486535963e-208,0.36409311939990235,0.40796713137997137
MAP7,Ery_2,0.3822317413875525,1.0304482799366133e-205,1.7644541827548764e-203,0.3599982317922815,0.40403133395644464
LYAR,Ery_2,0.3805542092582171,9.852609558701585e-204,1.6469106049253446e-201,0.35828835450577895,0.40238740433354186
ELOVL6,Ery_2,0.3803079866070541,1.9194861485454312e-203,3.1707652954972234e-201,0.3580373969092529,0.4021461018968521
RBPMS2,Ery_2,0.3770751631859485,1.150576355007892e-199,1.856924436858139e-197,0.35474270363424737,0.3989775978604162
RFESD,Ery_2,0.3757731702919043,3.7091169676064564e-198,5.918149016154801e-196,0.3534159498180794,0.3977013613074946
UBAC1,Ery_2,0.3739329327491337,4.880215295321482e-196,7.699225051866172e-194,0.3515408685645574,0.3958973830595339
FBXO7,Ery_2,0.37361023920345643,1.144225673971695e-195,1.7851191875818412e-193,0.35121208353803474,0.3955810302653056
DHRS11,Ery_2,0.373548234513641,1.3476213933830163e-195,2.0793353829110915e-193,0.3511489090193512,0.3955202433365643
HNRNPAB,Ery_2,0.3725400407918149,1.916807063897303e-194,2.925422606976308e-192,0.3501217225445262,0.3945318233488587
GMPR,Ery_2,0.3710560969554309,9.367109205780625e-193,1.414232046864148e-190,0.3486099216635258,0.3930768915604513
LMO2,Ery_2,0.3684311160585666,8.628721867825997e-190,1.2888923802781363e-187,0.34593594983484804,0.3905029606446456
FSCN1,Ery_2,0.3651956161434522,3.538898503971479e-186,5.230491988869846e-184,0.3426405673653147,0.38732990906224185
TUBB2A,Ery_2,0.3630151654509434,9.086958486027721e-184,1.3153606608486106e-181,0.34042007396225704,0.3851912474048335
